,location,location_next,location_2,location_3,location_4
1790,checkout,checkout,checkout,checkout,checkout
1662,dairy,checkout,checkout,checkout,checkout
1664,checkout,checkout,checkout,checkout,drinks
1594,fruit,checkout,checkout,drinks,spices
1605,checkout,checkout,drinks,spices,drinks
1671,dairy,drinks,spices,drinks,fruit
1676,drinks,spices,drinks,fruit,dairy
1681,spices,drinks,fruit,dairy,spices
1683,drinks,fruit,dairy,spices,dairy
1685,fruit,dairy,spices,dairy,fruit
1698,dairy,spices,dairy,fruit,spices
1719,spices,dairy,fruit,spices,dairy
1732,dairy,fruit,spices,dairy,checkout
1744,fruit,spices,dairy,checkout,checkout
1760,spices,dairy,checkout,checkout,checkout
1768,dairy,checkout,checkout,checkout,checkout
1772,checkout,checkout,checkout,checkout,dairy
1594,fruit,checkout,checkout,dairy,spices
1605,checkout,checkout,dairy,spices,fruit
1684,fruit,dairy,spices,fruit,checkout
1688,dairy,spices,fruit,checkout,checkout
1697,spices,fruit,checkout,checkout,fruit
1735,fruit,checkout,checkout,fruit,checkout
1754,checkout,checkout,fruit,checkout,checkout
1665,dairy,fruit,checkout,checkout,checkout
1715,fruit,checkout,checkout,checkout,checkout
1724,checkout,checkout,checkout,checkout,fruit
1600,dairy,checkout,checkout,fruit,spices
1629,checkout,checkout,fruit,spices,drinks
1672,drinks,fruit,spices,drinks,checkout
1704,fruit,spices,drinks,checkout,checkout
1713,spices,drinks,checkout,checkout,checkout
1725,drinks,checkout,checkout,checkout,checkout
1739,checkout,checkout,checkout,checkout,fruit
1600,dairy,checkout,checkout,fruit,spices
1629,checkout,checkout,fruit,spices,dairy
1689,dairy,fruit,spices,dairy,checkout
1736,fruit,spices,dairy,checkout,checkout
1768,spices,dairy,checkout,checkout,dairy
1859,dairy,checkout,checkout,dairy,drinks
1864,checkout,checkout,dairy,drinks,fruit
1666,spices,dairy,drinks,fruit,dairy
1671,dairy,drinks,fruit,dairy,drinks
1707,drinks,fruit,dairy,drinks,spices
1716,fruit,dairy,drinks,spices,drinks
1739,dairy,drinks,spices,drinks,fruit
1749,drinks,spices,drinks,fruit,checkout
1769,spices,drinks,fruit,checkout,checkout
1771,drinks,fruit,checkout,checkout,drinks
1781,fruit,checkout,checkout,drinks,checkout
1794,checkout,checkout,drinks,checkout,checkout
1601,dairy,drinks,checkout,checkout,checkout
1606,drinks,checkout,checkout,checkout,checkout
1611,checkout,checkout,checkout,checkout,drinks
1686,dairy,checkout,checkout,drinks,checkout
1720,checkout,checkout,drinks,checkout,checkout
1601,dairy,drinks,checkout,checkout,spices
1606,drinks,checkout,checkout,spices,dairy
1611,checkout,checkout,spices,dairy,spices
1690,fruit,spices,dairy,spices,drinks
1706,spices,dairy,spices,drinks,fruit
1717,dairy,spices,drinks,fruit,checkout
1737,spices,drinks,fruit,checkout,checkout
1761,drinks,fruit,checkout,checkout,checkout
1781,fruit,checkout,checkout,checkout,checkout
1791,checkout,checkout,checkout,checkout,fruit
1667,fruit,checkout,checkout,fruit,checkout
1672,checkout,checkout,fruit,checkout,checkout
1602,spices,fruit,checkout,checkout,drinks
1607,fruit,checkout,checkout,drinks,spices
1625,checkout,checkout,drinks,spices,dairy
1687,spices,drinks,spices,dairy,fruit
1705,drinks,spices,dairy,fruit,checkout
1708,spices,dairy,fruit,checkout,checkout
1721,dairy,fruit,checkout,checkout,fruit
1774,fruit,checkout,checkout,fruit,checkout
1784,checkout,checkout,fruit,checkout,checkout
1602,spices,fruit,checkout,checkout,checkout
1607,fruit,checkout,checkout,checkout,checkout
1625,checkout,checkout,checkout,checkout,dairy
1698,fruit,checkout,checkout,dairy,checkout
1746,checkout,checkout,dairy,checkout,checkout
1673,fruit,dairy,checkout,checkout,fruit
1687,dairy,checkout,checkout,fruit,checkout
1692,checkout,checkout,fruit,checkout,checkout
145,spices,fruit,checkout,checkout,drinks
156,fruit,checkout,checkout,drinks,spices
167,checkout,checkout,drinks,spices,checkout
133,fruit,drinks,spices,checkout,checkout
138,drinks,spices,checkout,checkout,fruit
152,spices,checkout,checkout,fruit,checkout
159,checkout,checkout,fruit,checkout,checkout
145,spices,fruit,checkout,checkout,checkout
156,fruit,checkout,checkout,checkout,checkout
167,checkout,checkout,checkout,checkout,checkout
136,drinks,checkout,checkout,checkout,checkout
150,checkout,checkout,checkout,checkout,drinks
139,fruit,checkout,checkout,drinks,checkout
144,checkout,checkout,drinks,checkout,checkout
1603,fruit,drinks,checkout,checkout,checkout
1608,drinks,checkout,checkout,checkout,checkout
1612,checkout,checkout,checkout,checkout,drinks
1689,dairy,checkout,checkout,drinks,checkout
1714,checkout,checkout,drinks,checkout,checkout
1603,fruit,drinks,checkout,checkout,spices
1608,drinks,checkout,checkout,spices,dairy
1612,checkout,checkout,spices,dairy,checkout
1699,fruit,spices,dairy,checkout,checkout
1724,spices,dairy,checkout,checkout,checkout
1730,dairy,checkout,checkout,checkout,checkout
1801,checkout,checkout,checkout,checkout,spices
1676,dairy,checkout,checkout,spices,checkout
1680,checkout,checkout,spices,checkout,checkout
1614,fruit,spices,checkout,checkout,checkout
1621,spices,checkout,checkout,checkout,checkout
1630,checkout,checkout,checkout,checkout,spices
1690,fruit,checkout,checkout,spices,checkout
1715,checkout,checkout,spices,checkout,checkout
1614,fruit,spices,checkout,checkout,spices
1621,spices,checkout,checkout,spices,drinks
1630,checkout,checkout,spices,drinks,spices
1700,drinks,spices,drinks,spices,fruit
1707,spices,drinks,spices,fruit,drinks
1718,drinks,spices,fruit,drinks,spices
1725,spices,fruit,drinks,spices,drinks
1738,fruit,drinks,spices,drinks,fruit
1762,drinks,spices,drinks,fruit,checkout
1782,spices,drinks,fruit,checkout,checkout
1792,drinks,fruit,checkout,checkout,dairy
1820,fruit,checkout,checkout,dairy,spices
1871,checkout,checkout,dairy,spices,checkout
1677,spices,dairy,spices,checkout,checkout
1681,dairy,spices,checkout,checkout,dairy
1708,spices,checkout,checkout,dairy,checkout
1717,checkout,checkout,dairy,checkout,checkout
1615,fruit,dairy,checkout,checkout,spices
1631,dairy,checkout,checkout,spices,dairy
1692,checkout,checkout,spices,dairy,checkout
1691,fruit,spices,dairy,checkout,checkout
1699,spices,dairy,checkout,checkout,dairy
1706,dairy,checkout,checkout,dairy,checkout
1751,checkout,checkout,dairy,checkout,checkout
1615,fruit,dairy,checkout,checkout,drinks
1631,dairy,checkout,checkout,drinks,fruit
1692,checkout,checkout,drinks,fruit,dairy
1701,dairy,drinks,fruit,dairy,drinks
1708,drinks,fruit,dairy,drinks,checkout
1731,fruit,dairy,drinks,checkout,checkout
1747,dairy,drinks,checkout,checkout,checkout
1776,drinks,checkout,checkout,checkout,checkout
1802,checkout,checkout,checkout,checkout,fruit
1678,dairy,checkout,checkout,fruit,checkout
1701,checkout,checkout,fruit,checkout,checkout
1616,dairy,fruit,checkout,checkout,dairy
1640,fruit,checkout,checkout,dairy,checkout
1642,checkout,checkout,dairy,checkout,checkout
1707,spices,dairy,checkout,checkout,fruit
1709,dairy,checkout,checkout,fruit,checkout
1733,checkout,checkout,fruit,checkout,checkout
1616,dairy,fruit,checkout,checkout,drinks
1640,fruit,checkout,checkout,drinks,spices
1642,checkout,checkout,drinks,spices,drinks
1702,fruit,drinks,spices,drinks,fruit
1726,drinks,spices,drinks,fruit,spices
1755,spices,drinks,fruit,spices,dairy
1763,drinks,fruit,spices,dairy,fruit
1844,fruit,spices,dairy,fruit,checkout
1852,spices,dairy,fruit,checkout,checkout
1860,dairy,fruit,checkout,checkout,checkout
1865,fruit,checkout,checkout,checkout,checkout
1886,checkout,checkout,checkout,checkout,spices
1679,fruit,checkout,checkout,spices,checkout
1702,checkout,checkout,spices,checkout,checkout
1617,fruit,spices,checkout,checkout,spices
1638,spices,checkout,checkout,spices,drinks
1641,checkout,checkout,spices,drinks,fruit
1710,drinks,spices,drinks,fruit,checkout
1734,spices,drinks,fruit,checkout,checkout
1742,drinks,fruit,checkout,checkout,spices
1745,fruit,checkout,checkout,spices,checkout
1754,checkout,checkout,spices,checkout,checkout
1617,fruit,spices,checkout,checkout,spices
1638,spices,checkout,checkout,spices,checkout
1641,checkout,checkout,spices,checkout,checkout
1703,fruit,spices,checkout,checkout,checkout
1739,spices,checkout,checkout,checkout,checkout
1748,checkout,checkout,checkout,checkout,checkout
1682,fruit,checkout,checkout,checkout,checkout
1688,checkout,checkout,checkout,checkout,checkout
1618,dairy,checkout,checkout,checkout,checkout
1643,checkout,checkout,checkout,checkout,checkout
1711,fruit,checkout,checkout,checkout,checkout
1716,checkout,checkout,checkout,checkout,dairy
1618,dairy,checkout,checkout,dairy,checkout
1643,checkout,checkout,dairy,checkout,checkout
1709,fruit,dairy,checkout,checkout,dairy
1732,dairy,checkout,checkout,dairy,drinks
1749,checkout,checkout,dairy,drinks,spices
1689,fruit,dairy,drinks,spices,checkout
1718,dairy,drinks,spices,checkout,checkout
1731,drinks,spices,checkout,checkout,fruit
1740,spices,checkout,checkout,fruit,dairy
1750,checkout,checkout,fruit,dairy,checkout
1619,drinks,fruit,dairy,checkout,checkout
1622,fruit,dairy,checkout,checkout,checkout
1626,dairy,checkout,checkout,checkout,checkout
1634,checkout,checkout,checkout,checkout,fruit
1722,fruit,checkout,checkout,fruit,dairy
1726,checkout,checkout,fruit,dairy,checkout
1619,drinks,fruit,dairy,checkout,checkout
1622,fruit,dairy,checkout,checkout,checkout
1626,dairy,checkout,checkout,checkout,checkout
1634,checkout,checkout,checkout,checkout,checkout
1710,dairy,checkout,checkout,checkout,checkout
1750,checkout,checkout,checkout,checkout,spices
1690,dairy,checkout,checkout,spices,checkout
1696,checkout,checkout,spices,checkout,checkout
1620,fruit,spices,checkout,checkout,fruit
1627,spices,checkout,checkout,fruit,checkout
1632,checkout,checkout,fruit,checkout,checkout
1723,dairy,fruit,checkout,checkout,spices
1740,fruit,checkout,checkout,spices,checkout
1743,checkout,checkout,spices,checkout,checkout
1620,fruit,spices,checkout,checkout,checkout
1627,spices,checkout,checkout,checkout,checkout
1632,checkout,checkout,checkout,checkout,dairy
1711,dairy,checkout,checkout,dairy,spices
1740,checkout,checkout,dairy,spices,drinks
1691,fruit,dairy,spices,drinks,checkout
1693,dairy,spices,drinks,checkout,checkout
1697,spices,drinks,checkout,checkout,spices
1709,drinks,checkout,checkout,spices,drinks
1732,checkout,checkout,spices,drinks,checkout
1623,drinks,spices,drinks,checkout,checkout
1635,spices,drinks,checkout,checkout,drinks
1644,drinks,checkout,checkout,drinks,fruit
1651,checkout,checkout,drinks,fruit,drinks
1724,spices,drinks,fruit,drinks,checkout
1727,drinks,fruit,drinks,checkout,checkout
1746,fruit,drinks,checkout,checkout,spices
1755,drinks,checkout,checkout,spices,drinks
1761,checkout,checkout,spices,drinks,checkout
1623,drinks,spices,drinks,checkout,checkout
1635,spices,drinks,checkout,checkout,checkout
1644,drinks,checkout,checkout,checkout,checkout
1651,checkout,checkout,checkout,checkout,dairy
1712,fruit,checkout,checkout,dairy,drinks
1719,checkout,checkout,dairy,drinks,checkout
1694,fruit,dairy,drinks,checkout,checkout
1703,dairy,drinks,checkout,checkout,checkout
1772,drinks,checkout,checkout,checkout,checkout
1819,checkout,checkout,checkout,checkout,checkout
1624,dairy,checkout,checkout,checkout,checkout
1628,checkout,checkout,checkout,checkout,checkout
1728,fruit,checkout,checkout,checkout,checkout
1735,checkout,checkout,checkout,checkout,checkout
1624,dairy,checkout,checkout,checkout,checkout
1628,checkout,checkout,checkout,checkout,drinks
1713,spices,checkout,checkout,drinks,fruit
1720,checkout,checkout,drinks,fruit,checkout
1695,dairy,drinks,fruit,checkout,checkout
1704,drinks,fruit,checkout,checkout,fruit
1710,fruit,checkout,checkout,fruit,dairy
1725,checkout,checkout,fruit,dairy,spices
146,drinks,fruit,dairy,spices,dairy
157,fruit,dairy,spices,dairy,checkout
197,dairy,spices,dairy,checkout,checkout
231,spices,dairy,checkout,checkout,dairy
242,dairy,checkout,checkout,dairy,checkout
247,checkout,checkout,dairy,checkout,checkout
134,fruit,dairy,checkout,checkout,fruit
153,dairy,checkout,checkout,fruit,dairy
167,checkout,checkout,fruit,dairy,spices
146,drinks,fruit,dairy,spices,dairy
157,fruit,dairy,spices,dairy,checkout
197,dairy,spices,dairy,checkout,checkout
231,spices,dairy,checkout,checkout,fruit
242,dairy,checkout,checkout,fruit,checkout
247,checkout,checkout,fruit,checkout,checkout
137,dairy,fruit,checkout,checkout,fruit
151,fruit,checkout,checkout,fruit,drinks
155,checkout,checkout,fruit,drinks,checkout
140,drinks,fruit,drinks,checkout,checkout
145,fruit,drinks,checkout,checkout,dairy
155,drinks,checkout,checkout,dairy,checkout
162,checkout,checkout,dairy,checkout,checkout
1636,fruit,dairy,checkout,checkout,checkout
1645,dairy,checkout,checkout,checkout,checkout
1652,checkout,checkout,checkout,checkout,dairy
1729,dairy,checkout,checkout,dairy,checkout
1736,checkout,checkout,dairy,checkout,checkout
1636,fruit,dairy,checkout,checkout,checkout
1645,dairy,checkout,checkout,checkout,checkout
1652,checkout,checkout,checkout,checkout,spices
1714,dairy,checkout,checkout,spices,checkout
1721,checkout,checkout,spices,checkout,checkout
1698,fruit,spices,checkout,checkout,checkout
1705,spices,checkout,checkout,checkout,checkout
1726,checkout,checkout,checkout,checkout,checkout
1646,spices,checkout,checkout,checkout,checkout
1657,checkout,checkout,checkout,checkout,checkout
1730,fruit,checkout,checkout,checkout,checkout
1747,checkout,checkout,checkout,checkout,checkout
1646,spices,checkout,checkout,checkout,checkout
1657,checkout,checkout,checkout,checkout,spices
1727,dairy,checkout,checkout,spices,checkout
1741,checkout,checkout,spices,checkout,checkout
1699,fruit,spices,checkout,checkout,drinks
1727,spices,checkout,checkout,drinks,spices
1730,checkout,checkout,drinks,spices,drinks
1647,spices,drinks,spices,drinks,checkout
1649,drinks,spices,drinks,checkout,checkout
1653,spices,drinks,checkout,checkout,checkout
1658,drinks,checkout,checkout,checkout,checkout
1682,checkout,checkout,checkout,checkout,drinks
1731,fruit,checkout,checkout,drinks,spices
1737,checkout,checkout,drinks,spices,drinks
1647,spices,drinks,spices,drinks,checkout
1649,drinks,spices,drinks,checkout,checkout
1653,spices,drinks,checkout,checkout,checkout
1658,drinks,checkout,checkout,checkout,checkout
1682,checkout,checkout,checkout,checkout,checkout
1728,fruit,checkout,checkout,checkout,checkout
1751,checkout,checkout,checkout,checkout,dairy
1700,dairy,checkout,checkout,dairy,drinks
1706,checkout,checkout,dairy,drinks,spices
1648,spices,dairy,drinks,spices,checkout
1650,dairy,drinks,spices,checkout,checkout
1666,drinks,spices,checkout,checkout,checkout
1693,spices,checkout,checkout,checkout,checkout
1697,checkout,checkout,checkout,checkout,dairy
1738,dairy,checkout,checkout,dairy,drinks
1762,checkout,checkout,dairy,drinks,spices
1648,spices,dairy,drinks,spices,checkout
1650,dairy,drinks,spices,checkout,checkout
1666,drinks,spices,checkout,checkout,checkout
1693,spices,checkout,checkout,checkout,checkout
1697,checkout,checkout,checkout,checkout,checkout
1742,fruit,checkout,checkout,checkout,checkout
1764,checkout,checkout,checkout,checkout,dairy
1711,fruit,checkout,checkout,dairy,spices
1728,checkout,checkout,dairy,spices,dairy
1654,spices,dairy,spices,dairy,checkout
1659,dairy,spices,dairy,checkout,checkout
1678,spices,dairy,checkout,checkout,drinks
1698,dairy,checkout,checkout,drinks,checkout
1738,checkout,checkout,drinks,checkout,checkout
1748,fruit,drinks,checkout,checkout,dairy
1763,drinks,checkout,checkout,dairy,spices
1775,checkout,checkout,dairy,spices,dairy
1654,spices,dairy,spices,dairy,checkout
1659,dairy,spices,dairy,checkout,checkout
1678,spices,dairy,checkout,checkout,fruit
1698,dairy,checkout,checkout,fruit,checkout
1738,checkout,checkout,fruit,checkout,checkout
1743,dairy,fruit,checkout,checkout,checkout
1769,fruit,checkout,checkout,checkout,checkout
1831,checkout,checkout,checkout,checkout,checkout
1712,fruit,checkout,checkout,checkout,checkout
1741,checkout,checkout,checkout,checkout,checkout
1655,dairy,checkout,checkout,checkout,checkout
1663,checkout,checkout,checkout,checkout,checkout
1749,drinks,checkout,checkout,checkout,checkout
1769,checkout,checkout,checkout,checkout,fruit
1655,dairy,checkout,checkout,fruit,checkout
1663,checkout,checkout,fruit,checkout,checkout
1744,dairy,fruit,checkout,checkout,checkout
1752,fruit,checkout,checkout,checkout,checkout
1756,checkout,checkout,checkout,checkout,spices
1713,spices,checkout,checkout,spices,fruit
1719,checkout,checkout,spices,fruit,dairy
1656,dairy,spices,fruit,dairy,drinks
1660,spices,fruit,dairy,drinks,spices
1664,fruit,dairy,drinks,spices,drinks
1667,dairy,drinks,spices,drinks,checkout
1703,drinks,spices,drinks,checkout,checkout
1718,spices,drinks,checkout,checkout,dairy
1720,drinks,checkout,checkout,dairy,drinks
1729,checkout,checkout,dairy,drinks,spices
1750,fruit,dairy,drinks,spices,fruit
1756,dairy,drinks,spices,fruit,spices
1764,drinks,spices,fruit,spices,drinks
1770,spices,fruit,spices,drinks,spices
1773,fruit,spices,drinks,spices,dairy
1785,spices,drinks,spices,dairy,fruit
1792,drinks,spices,dairy,fruit,spices
1805,spices,dairy,fruit,spices,fruit
1811,dairy,fruit,spices,fruit,drinks
1832,fruit,spices,fruit,drinks,fruit
1856,spices,fruit,drinks,fruit,spices
1873,fruit,drinks,fruit,spices,fruit
1882,drinks,fruit,spices,fruit,dairy
1886,fruit,spices,fruit,dairy,checkout
1896,spices,fruit,dairy,checkout,checkout
1925,fruit,dairy,checkout,checkout,spices
1970,dairy,checkout,checkout,spices,fruit
